beside	ondoan
thicken	loditu
smear	lohitu
loka	lohitu
flower	loratu
bloom	loratu
blossom	loratu
flourish	loratu
obtain	lortu
obtain	neureganatu
elicit	lortu
procure	lortu
score	lortu
score	markatu
embarrass	lotsarazi
embarrass	lotsatu
disgrace	lotsarazi
shame	lotsarazi
mortify	lotsatu
connect	lotu
tie	lotu
couple	lotu
fasten	lotu
knot	lotu
lace	lotu
tether	lotu
truss	lotu
lubricate	lubrifikatu
lurpetik	lubrifikatu
lurrera	lubrifikatu
earth	lurrerakohartuneaegin
land	lurreratu
evaporate	lurrundu
lurrunetan	lurrundu
flex	luzatu
lengthen	luzatu
prolong	luzatu
curse	madarikatu
magnetise	magnetizatu
table	mahaigaineratu
bruise	mailatu
dent	mailatu
loan	mailegatu
mailuz	mailegatu
hammer	zulatu
love	maitatu
love	xarmatu
bellow	makakorroegin
club	makilatu
makinaz	makilatu
arch	makotu
humble	makurrarazi
humiliate	makurrarazi
crouch	makurtu
droop	makurtu
duck	makurtu
hunch	makurtu
squat	makurtu
stoop	makurtu
juggle	malabarismoakegin
pack	maletakegin
manifest	manifestatu
manipulate	manipulatu
colour	margotu
colour	pintatu
paint	margotu
paint	pintatu
marginalise	marjinatu
ostracise	marjinatu
mark	markatu
mark	zikindu
dial	markatu
pit	markatu
tick	markatu
frame	markoaipini
carp	marmaregin
growl	marmaregin
mutter	marmaregin
mutter	murmurikatu
snarl	marmaregin
mumble	marmarkahitzegin
marmarrean	marmarkahitzegin
draw	marraztu
martyr	martirizatu
martxan	martirizatu
masajea	martirizatu
chew	mastekatu
masticate	mastekatu
matriculate	matrikulatu
mutiny	matxinatu
megafoniaz	matxinatu
menace	mehatxatu
threaten	mehatxatu
memorise	memorizatu
avenge	mendekatu
dominate	menderatu
subject	menderatu
quell	menderatu
subdue	menderatu
graft	mentatu
venture	menturatu
market	merkaturatu
favour	mesedeegin
mistrust	mesfidatu
accumulate	metatu
hoard	metatu
pile	metatu
lick	miazkatu
lick	milikatu
mikrouhinlabean	milikatu
mother	mimatu
pamper	mimatu
wince	minkeinuaegin
hurt	minegin
min	minegin
lecture	mintzatu
marvel	miraritu
admire	miretsi
mizke	miretsi
mobilise	mobilizatu
model	modelogisalanegin
moderate	moderatu
modernise	modernizatu
modulate	modulatu
peck	mokokatu
conform	moldatu
cope	moldatu
mould	moldatu
shape	moldatu
moralise	moralizatu
dim	moteldu
crop	motzmotzegin
mask	mozorrotu
disguise	mozorrotu
discontinue	moztu
fell	moztu
mow	moztu
mutilate	moztu
sever	moztu
trim	moztu
delimit	mugatu
limit	mugatu
border	mugatu
move	mugitu
cock	mugitu
wiggle	mugitu
wriggle	mugitu
multzo	mugitu
bundle	multzokatu
group	multzokatu
dive	murgildu
engulf	murgildu
ration	murriztu
reduce	murriztu
restrict	murriztu
musu	murriztu
neck	musukatu
muzzle	muturrekoajarri
sulk	muturtu
sense	nabariedun
sense	sentitu
notice	nabaritu
emphasise	nabarmendu
excel	nabarmendu
predominate	nagusitu
confuse	nahasi
confuse	nahastu
mix	nahasi
blend	nahasi
confound	nahasi
entangle	nahasi
jumble	nahasi
muddle	nahasi
ruffle	nahasi
tangle	nahasi
clutter	nahaspilatu
mingle	nahastu
intend	nahiizan
afflict	nahigabetu
grieve	nahigabetu
suffice	nahikoaizan
nahikoa	nahikoaizan
naturalise	naturalizatu
nationalise	nazionalizatu
spite	nazkatu
negarzotinka	nazkatu
weep	negaregin
tire	nekatu
weary	nekatu
nekez	nekatu
hog	neureganatu
measure	neurtu
neutralise	neutralizatu
tinker	nolabaitekokonponketakegin
amble	noraezeanibili
wander	noraezeanibili
stroll	noraezeanibili
stroll	paseatu
norbait	paseatu
norbaitekin	paseatu
norbaiti	paseatu
norbaiti	paseatu
normalise	normaldu
nortasunagiria	normaldu
note	oharrakhartu
oharrak	oharrakhartu
admonish	ohartarazi
caution	ohartarazi
accustom	ohitu
familiarise	ohitu
exclaim	oihuegin
jeer	oihuegin
screech	oihuegin
boo	oihukatu
rack	oinazetu
oinordetzan	oinazetu
vomit	okaegin
oker	okaegin
incline	okertu
bend	okertu
deteriorate	okertu
slant	okertu
slope	okertu
tilt	okertu
warp	okertu
benefit	onegin
onura	onegin
accept	onartu
accept	oniritzi
condone	onartu
consent	onartu
endorse	onartu
indulge	onartu
ondoan	onartu
faint	ondoezikjarri
ondorengo	ondoezikjarri
deduce	ondorioztatu
infer	ondorioztatu
flavour	ondu
season	ondu
spice	ondu
access	onetsi
fertilise	ongarritu
welcome	ongietorriaegin
embark	ontziratu
oparo	ontziratu
knead	oratu
heal	orbaindu
scar	orbaindu
pay	ordaindu
foot	ordaindu
redress	ordaindu
repay	ordaindu
ordain	ordenatu
tidy	ordenatu
substitute	ordezkatu
supersede	ordeztu
supplant	ordeztu
oreka	ordeztu
balance	orekatu
gear	orientatu
orient	orientatu
comb	orraztu
groom	orraztu
roar	orroegin
low	orroegin
moo	orroegin
squall	orroegin
compose	osatu
complement	osatu
comprise	osatu
comprise	ulertu
supplement	osatu
celebrate	ospatu
hospitalise	ospitaleratu
lodge	ostatatu
billet	ostatatu
house	ostatueman
accommodate	ostatueman
ostikoz	ostatueman
oxidise	oxidatu
hamper	oztopatu
hamper	zaildu
handicap	oztopatu
undergo	pairatu
undergo	saiakuntzakegin
package	paketatu
palaz	paketatu
paper	papereztatu
wallpaper	papereztatu
paraphrase	parafraseatu
paralyse	paralizatu
equate	parekatu
parentesi	parekatu
parody	parodiatu
participate	partehartu
parcel	partzelatu
darn	pasaratu
ramble	paseatu
patent	patentatu
skate	patinatu
patrol	patruilatu
patxadaz	patruilatu
pedalei	patruilatu
project	pentsatu
perfume	perfumatu
personify	pertsonifikatu
picnic	piknikaegin
accrue	pilatu
cram	pilatu
drift	pilatu
heap	pilatu
stack	pilatu
pilota	pilatu
pilot	pilotatu
weigh	pisatu
split	pitzatu
split	zatitu
pee	pixaegin
piss	pixaegin
inch	pixkanakaaurreraegin
kindle	piztu
plagiarise	plagiatu
masquerade	plantakegin
pose	planteatu
pose	sortu
laminate	plastifikatu
makepublic	plazaratu
fold	plegatu
fold	tolestu
plistiplasta	tolestu
pollinate	polinizatu
politicise	politizatu
pump	ponpatu
behave	portatu
postaz	portatu
postontzira	portatu
postulate	postulatu
can	poteratu
tin	poteratu
poison	pozoitu
predestine	predestinatu
preach	predikatu
constrain	presatu
bustle	presatu
dam	presatu
hurry	presatu
rush	presatu
lobby	presioaegin
prime	prestatu
plan	prestatu
ready	prestatu
esteem	preziatu
price	prezioajarri
sample	probatu
profane	profanatu
prophesy	profetizatu
programme	programatu
program	programatu
schedule	programatu
time	programatu
propose	proposatu
nominate	proposatu
prospect	prospekzioakegin
prostitute	prostituitu
protest	protestaegin
protest	protestatu
remonstrate	protestaegin
prosecute	prozesatu
dot	puntuajarri
punctuate	puntuatu
bleed	purgatu
blow	putzegin
puff	putzegin
exaggerate	puztu
sabotage	sabotajeaegin
consecrate	sagaratu
experience	saiakuntzakegin
experience	sentitu
experiment	saiakuntzakegin
attempt	saiatu
zerbaitetan	saiatu
endeavour	saiatu
strive	saiatu
avert	saihestu
circumvent	saihestu
dodge	saihestu
elude	saihestu
evade	saihestu
parry	saihestu
sidestep	saihestu
rank	sailkatu
rehearse	saioakegin
disperse	sakabanatu
flick	sakatu
pocket	sakelaratu
deepen	sakondu
sacrifice	sakrifikatu
denounce	salatu
betray	salatu
betray	traizioegin
grass	salatu
salvage	salbatu
except	salbuetsi
exempt	salbuetsi
sell	saldu
trade	salerosi
saltoka	salerosi
saltoka	salerosi
saltzen	salerosi
embitter	samindu
sanctify	santutu
sarean	santutu
sarera	santutu
reward	saritu
massacre	sarraskitu
slaughter	sarraskitu
comein	sartu
goin	sartu
stepinto	sartu
getin	sartu
insert	sartu
enter	sartu
penetrate	sartu
submerge	sartu
submerge	urperatu
embed	sartu
immerse	sartu
input	sartu
jab	sartu
plunge	sartu
tuck	sartu
puncture	sastatu
puncture	zulatu
knife	sastatu
slash	sastatu
stab	sastatu
satirise	satirizatu
segada	satirizatu
stamp	seiluajarri
signal	seinalatu
signpost	seinaleztatu
cure	sendatu
salve	sendatu
sensitise	sentikortu
serenata	sentikortu
besiege	setiatu
meander	sigisagaegin
zigzag	sigisagaegin
autograph	sinatu
symbolise	sinbolizatu
believe	sinetsi
synchronise	sinkronizatu
simplify	sinplifikatu
synthesise	sintetizatu
sokaz	sintetizatu
solder	soldatu
weld	soldatu
solidify	solidotu
soropilez	solidotu
create	sortu
generate	sortu
originate	sortu
engender	sortu
sustain	sostengatu
su	sostengatu
shatter	suntsitu
shatter	txikitu
annihilate	suntsitu
devastate	suntsitu
exterminate	suntsitu
rampage	suntsitu
raze	suntsitu
surf	surfegin
surmise	susmatu
promote	sustatu
rile	sutanjarri
taldean	sutanjarri
bunch	taldekatu
butt	talkaegin
tantak	talkaegin
tantaka	talkaegin
carpet	tapizatu
interfere	tarteansartu
sandwich	tarteansartu
tattoo	tatuatu
tatxetez	tatuatu
pulse	taupadakegin
taupadak	taupadakegin
key	tekleatu
televise	telebistatu
telefonoz	telebistatu
phone	telefonozhotsegin
pull	tenkatu
pull	tiraegin
pull	tiratu
brace	tenkatu
tense	tenkatu
tempt	tentatu
theorise	teorizatu
tinge	tindatu
tint	tindatu
haul	tiraegin
tug	tiratu
wean	titiakendu
pleat	tolesakegin
tune	tonuanjarri
collide	topoegin
bolt	torlojutu
screw	torlojutu
torture	torturatu
stammer	totelkahitzegin
stutter	totelkahitzegin
traffic	trafikatu
tragoak	trafikatu
transfer	transferitu
transcribe	transkribatu
transmit	transmititu
relay	transmititu
transmute	transmutatu
perspire	transpiratu
dealwith	tratatu
treat	tratatu
tratu	tratatu
bargain	tratuaegin
haggle	tratuaegin
trenkadaz	tratuaegin
harness	tresnatu
rattle	trikitrakaegin
tripak	trikitrakaegin
sadden	tristatu
trostan	tristatu
exchange	trukatu
barter	trukatu
interchange	trukatu
swap	trukatu
trumilka	trukatu
trumilka	trukatu
trumilka	trukatu
trumoia	trukatu
tunnel	tunelaegin
applaud	txaloegin
applaud	txalotu
clap	txaloegin
alternate	txandakatu
coin	txanponakegin
mint	txanponakegin
txantiloiz	txanponakegin
decay	txantxartu
kid	txantxetanariizan
txantxetan	txantxetanariizan
txantxetan	txantxetanariizan
txantxetan	txantxetanariizan
worsen	txartu
vaccinate	txertatu
toast	txigortu
dwarf	txikiagotu
minimise	txikiagotu
shrink	txikiagotu
shrink	uzkurtu
txikikeriez	uzkurtu
chop	txikitu
tximista	txikitu
txingoka	txikitu
chirp	txioegin
braid	txirikordatu
plait	txirikordatu
hiss	txistuegin
whistle	txistuegin
spit	txistuabota
twitter	txorrotxioegin
straighten	txukundu
astound	txunditu
stupefy	txunditu
propagate	ugaldu
multiply	ugaldu
ugari	ugaldu
uhalez	ugaldu
uhinak	ugaldu
have	ukan
relinquish	ukoegin
renounce	ukoegin
ukondoz	ukoegin
ulerkor	ukoegin
comprehend	ulertu
fathom	ulertu
bay	uluegin
hoot	uluegin
howl	uluegin
umezurtz	uluegin
uretan	uluegin
soak	uretanjarri
steep	uretanjarri
irrigate	ureztatu
water	ureztatu
surface	urgaineratu
inundate	urpetu
swamp	urpetu
urrats	urpetu
urrats	urpetu
rip	urratu
scratch	urratu
snag	urratu
tear	urratu
gild	urreztatu
wane	urritu
coo	urrumatu
recede	urrundu
melt	urtu
thaw	urtu
smell	usainhartu
usain	usainhartu
scent	usaindu
sniff	usaindu
sneeze	usinegin
sneeze	doministikuegin
presume	usteizan
rot	usteldu
decompose	usteldu
usurp	usurpatu
desert	utzi
ditch	utzi
quit	utzi
vacate	utzi
overthrow	uzkaili
uzkerra	uzkaili
huddle	uzkurtu
harvest	uztabildu
uzta	uztabildu
uzta	uztabildu
yoke	uztartu
plate	xaflatu
waste	xahutu
xanpuz	xahutu
blackmail	xantaiaegin
mash	xehatu
mince	xehatu
xeheka	xehatu
xerratan	xehatu
xerratan	xehatu
xurgagailuaz	xehatu
whisper	xuxurlatu
murmur	xuxurlatu
zabalzabal	xuxurlatu
zabalzabal	xuxurlatu
expand	zabaldu
widen	zabaldu
diffuse	zabaldu
divulge	zabaldu
straggle	zabaldu
unfold	zabaldu
unpack	zabaldu
reel	zabuegin
refurbish	zaharberritu
restore	zaharberritu
age	zaharkitu
age	zahartu
hope	zainegon
await	zainegon
takecare	zaindu
nurse	zaindu
police	zaindu
doubt	zalantzaegin
dither	zalantzaegin
falter	zalantzaegin
rave	zalapartanhitzegin
crush	zanpatu
crush	zapaldu
overrun	zanpatu
squash	zanpatu
oppress	zapaldu
quash	zapaldu
tread	zapaldu
zaplaztekoa	zapaldu
blight	zapuztu
foil	zapuztu
thwart	zapuztu
clang	zarataegin
makenoise	zarataegin
makesomuchnoise	hainbestezarataegin
listentotheradio	irratiaentzun
divide	zatitu
bark	zaunkaegin
maul	zauritu
wound	zauritu
span	zeharkatu
traverse	zeharkatu
pinpoint	zehatzmehatzazaldu
dayafterday	eguneroegunero
concretise	zehaztu
specify	zehaztu
detail	zehaztu
stalk	zelatatu
saddle	zelatu
centralise	zentralizatu
censor	zentsuratu
censure	zentsuratu
settledown	zentzatu
zer	zentzatu
zerbait	zentzatu
zerbait	zentzatu
map	zerbaitenmapaegin
tax	zergapetu
zerraz	zergapetu
zerrendatan	zergapetu
enumerate	zerrendatu
list	zerrendatu
civilise	zibilizatu
encipher	zifratu
seal	zigilatu
punish	zigortu
ground	zigortu
lash	zigortu
penalise	zigortu
scourge	zigortu
sentence	zigortu
whip	zigortu
deface	zikindu
dirty	zikindu
foul	zikindu
litter	zikindu
smudge	zikindu
soil	zikindu
stain	zikindu
castrate	zikiratu
silver	zilarreztatu
wither	zimeldu
crease	zimurtu
crinkle	zimurtu
pucker	zimurtu
purse	zimurtu
wrinkle	zimurtu
swear	zinegin
vow	zinegin
whimper	zinkurinegin
spatter	zipriztindu
splash	zipriztindu
wedge	ziribatjarri
needle	zirikatu
ring	zirkulubatezmarkatu
circumcise	zirkunzidatu
outline	zirriborratu
scribble	zirriborratu
sketch	zirriborratu
cite	zitatu
assure	ziurtatu
lisp	zizipazaegin
career	ziztubizianjoan
whiz	ziztubizianigaro
zoom	ziztubizianigaro
sole	zolaberritu
pave	zolatu
stun	zorabiatu
debit	zordundu
congratulate	zorionakeman
congratulate	zoriondu
compliment	zorionakeman
zorrotadaka	zorionakeman
sharpen	zorroztu
hiccup	zotinegin
raffle	zotzegin
bridge	zubiaegin
bug	zulatu
dig	zulatu
drill	zulatu
perforate	zulatu
pierce	zulatu
prick	zulatu
plumb	zundatu
pale	zurbildu
bleach	zuritu
excuse	zuritu
pare	zuritu
rumour	zurrumurruaibili
eddy	zurrunbilotu
swirl	zurrunbilotu
snore	zurrungaegin
zurrupaka	zurrungaegin
bristle	zutitu
buck	zutitu
correct	zuzendu
man	zuzendu
rectify	zuzendu
right	zuzendu
amend	zuzenketaegin
shimmer	ñirñiregin
USA	AEB
HSR	AHT
ANV	ANV
value	balio
archive	agiritegi
refinery	araztegi
Andorran	Andorrako
Aragonese	Aragoiko
GDP	BPG
bible	Biblia
EA	EA
EAE	EAE
EAEANV	EAEANV
PNB	EAJ
EB	EB
EBIU	EBIU
EBB	EBB
EHAK	EHAK
EHU	EHU
ELA	ELA
ERC	ERC
ETA	ETA
ForalDelegation	Forualdundi
departmentoftheInterior	Herrizaingosail
ministeroftheInterior	Herrizaingosailburu
IRA	IRA
Jaunaren	IRA
christmas	gabon
CPI	KPI
LAB	LAB
Majorcan	Mallorcako
occident	Mendebal
occident	mendebalde
NATO	NATO
NBA	NBA
UN	NBE
PAN	PAN
PP	PP
PSE	PSE
PSEEE	PSEEE
PSN	PSN
PSOE	PSOE
paradise	Paradisu
AA	SA
UGT	UGT
UPN	UPN
UPVEHU	UPVEHU
abandonment	abandonu
washhouse	latsarri
laundryroom	latsarri
mist	lanbro
mist	laino
cottonplant	kotoilandare
catechism	kristauikasbide
lesson	ikasbide
tuft	motots
limit	mukuru
limit	muga
corporation	korporazio
corporation	enpresa
couplet	kopla
fan	abaniko
fan	jarraitzaile
advantage	abantaila
advantage	probetxu
abdomen	abdomen
animal	abelburu
animal	animalia
veto	beto
Caesarsmushroom	kuleto
initial	inizial
quarantine	koarentena
december	abendu
adventure	abentura
venture	abentura
wealth	aberastasun
wealth	ondasun
millionaire	aberats
homeland	aberri
homeland	jaioterri
FatherlandDay	aberriegun
hairsalon	ileapaindegi
letterhead	idazpuru
abertzale	abertzale
singer	abeslari
singer	kantari
song	abesti
song	kanta
song	kantu
speed	abiadura
velocity	abiadura
startingpoint	abiapuntu
aviation	abiazio
ability	abilezia
ability	trebetasun
notice	abisu
notice	ohar
warning	abisu
warning	ohar
warning	ohartarazpen
lawyer	abokatu
attorney	abokatu
solicitor	abokatu
abortion	abortu
abortion	hilaur
apse	abside
absolution	absoluzio
abstention	abstentzio
abstinence	abstinentzia
abstraction	abstrakzio
abuse	abusu
misuse	abusu
august	abuztu
branch	adar
branch	sukurtsal
tributary	adar
horn	adar
unicorn	adarbakoitz
mane	adats
example	adibide
example	erakutsi
example	eredu
indicator	adierazgarri
statement	adierazpen
statement	aitorpen
statement	aitortza
statement	deklarazio
expression	adierazpen
intelligence	adimen
age	adin
juvenile	adingabe
minor	adingabeko
friend	adiskide
friendship	adiskidetasun
expert	aditu
verb	aditz
verb	hitz
adjective	adjektibo
official	administrari
official	ofizial
administrator	administratzaile
administration	administrazio
management	administrazio
management	gestio
management	kudeaketa
prowess	adore
accord	adostasun
accord	akordio
agreement	adostasun
agreement	akordio
agreement	hitzarmen
agreement	kontratu
brick	adreilu
dinner	afari
membership	afiliatu
African	afrikar
agent	agente
agent	eragile
officer	agente
officer	eragile
agency	agentzia
bureau	agentzia
apparition	agerpen
demonstration	agerraldi
demonstration	manifestazio
stage	agertoki
stage	eszenatoki
stage	etapa
command	agindu
command	nagusitasun
command	ordena
order	agindu
order	ordena
authority	aginpide
authority	agintari
mandate	agintaldi
mandate	mandatu
control	aginte
control	kontrol
document	agiri
document	dokumentu
goodbye	agur
greeting	agur
relative	ahaide
effort	ahalegin
effort	esfortzu
faculty	ahalmen
stanza	ahapaldi
sister	ahizpa
sister	aizpa
sister	arreba
mouth	aho
rein	ahouhal
rein	uhal
advice	aholku
advice	kontseilu
counsel	aholku
counsel	kontseilu
adviser	aholkulari
adviser	kontseilari
adviser	sailburu
counsellor	aholkulari
palate	ahosabai
pronunciation	ahoskuntza
voice	ahots
weakness	ahultasun
goat	ahuntz
angel	aingeru
lake	aintzira
quotation	aipamen
air	aire
aeroplane	aireko
airplane	aireko
airplane	hegazkin
airport	aireportu
leisure	aisia
father	aita
father	guraso
fatherinlaw	aitaginarreba
dad	aitatxo
daddy	aitatxo
grandfather	aitona
noble	aitorenseme
noble	noble
confession	aitormen
excuse	aitzakia
academy	akademia
academic	akademiko
defect	akats
defect	makur
act	akta
act	ekintza
act	ekitaldi
act	emanaldi
act	lege
actor	aktore
actress	aktore
accused	akusatu
indictment	akusazio
accident	akzidente
accident	ezbehar
accident	istripu
daughter	alaba
joy	alaitasuna
joy	poz
alarm	alarma
news	albiste
news	berri
bulletin	albistegi
side	albo
side	alde
side	ondo
variation	aldaera
variation	aldaketa
variable	aldagai
hip	aldaka
alteration	aldaketa
change	aldaketa
change	kanbio
modification	aldaketa
mutation	aldaketa
variability	aldakortasun
altar	aldare
claim	aldarrikapen
claim	errebindikazio
canton	alde
canton	kantoi
canton	ondo
investment	alderanzketa
party	alderdi
party	festa
party	jai
period	aldi
period	aro
period	garai
period	sasoi
spell	aldi
time	aldi
time	denbora
time	ordu
journal	aldizkari
magazine	aldizkari
review	aldizkari
review	berraztertze
deputation	aldundi
deputation	diputazio
copy	ale
copy	kopia
German	aleman
German	alemaniar
alert	alerta
alphabet	alfabeto
carpet	alfonbra
guffaw	algara
algorithm	algoritmo
alliance	aliantza
ally	aliatu
algebra	aljebra
shirt	alkandora
mayor	alkate
citycouncil	alkatetza
fortress	alkazar
fortress	gotorleku
fortress	sendotasun
alcohol	alkohol
spirit	alkohol
spirit	espiritu
alcoholic	alkoholiko
alcoholism	alkoholismo
mortar	almeriz
mortar	mortero
rent	alokairu
field	alor
field	eremu
field	landa
field	zelai
alternation	alternantzia
alternative	alternatiba
altitude	altitude
height	altuera
height	garaiera
height	jasoaldi
uprising	altxamendu
uprising	errebolta
treasure	altxor
steel	altzairu
pieceoffurniture	altzari
lap	altzo
cunt	alu
aluminium	aluminio
mother	ama
godmother	amabitxi
motherinlaw	amaginarreba
end	amaiera
end	azken
end	bukaera
end	final
ending	amaiera
ending	azken
ending	bukaera
ending	final
final	amaiera
final	azken
final	bukaera
final	final
infinity	amaigabetasun
American	amerikar
nightmare	amesgaizto
dream	amets
dream	lo
abyss	amildegi
amnesty	amnistia
love	amodio
love	maitasun
grandmother	amona
lover	amorante
lover	maitatzaile
indignation	amorrazio
indignation	haserre
rabies	amorru
ire	amorru
rage	amorru
rage	errabia
rage	kolera
rage	suminaldi
brother	anai
brother	anaiarreba
brother	anaia
brother	neba
analysis	analisi
ambiguity	anbiguotasun
ambulance	anbulantzia
Andalusian	andaluz
gooseberry	anderemahats
anecdote	anekdota
anecdote	pasadizo
angle	angelu
anxiety	angustia
anxiety	estutasun
anxiety	larri
diversity	aniztasun
diversity	dibertsitate
ration	anoa
anomaly	anomalia
amplitude	anplitude
elk	ante
antenna	antena
antibody	antigorputz
organisation	antolakuntza
organisation	organizazio
disposal	antolamendu
disposal	eliminazio
distribution	antolamendu
distribution	banaketa
distribution	distribuzio
regulation	antolamendu
regulation	araudi
regulation	erregulazio
regulation	kontrol
willingness	antolamendu
organiser	antolatzaile
anchovy	antxoa
similarity	antz
play	antzerki
play	joko
play	jolas
ancestor	antzinako
ancestor	arbaso
antiquity	antzinatasun
theater	antzoki
embellishment	apaindura
adornment	apaingarri
ornament	apaingarri
dresser	apaintzemahai
priest	apaiz
shelf	apal
humiliation	apalkuntza
pumice	aparharri
device	aparatu
parking	aparlaleku
apartment	apartamentu
whim	apeta
appetite	apetitu
bishop	apezpiku
bishopric	apezpikutza
april	apiril
symmetry	simetria
axisofsymmetry	simetriaardatz
axisofabscissas	abzisaardatz
abscissa	abzisa
fruitgathering	fruitubilketa
taxcollecting	zergabilketa
watercurrent	urkorronte
current	korronte
current	laster
current	urlaster
salesagent	salmentaagente
postcode	postakode
microwaveoven	mikrouhinlabe
oven	labe
basket	saski
breadbasket	ogisaski
sanctuary	santutegi
filesystem	fitxategisistema
