abject	abyecto
wholesail	ventaalpormayor
retail	ventaalpormenor
hirepurchase	ventaaplazos
installmentplan	ventaporcuotas
peddling	ventacallejera
hawking	ventacallejera
garagesale	ventadegaraje
clearancesale	ventadeliquidación
directselling	ventadirecta
pyramidselling	ventapiramidal
stocktakingsale	ventaporbalance
mailorderselling	ventaporcatálogo
mailorderselling	ventaporcorreo
inertiaselling	ventaporinercia
stocktakingsale	ventaposbalance
publicsale	ventapública
forwardsale	ventaatérmino
grosssale	ventabruta
exportsale	ventadeexportación
telephonesale	ventaporteléfono
socialorder	ordensocial
alphabeticalorder	ordenalfabético
orderofarrival	ordendellegada
orderofarrival	ordendellegada
protectiveorder	ordendealejamiento
protectiveorder	ordendealejamiento
inorderofseniority	porordendeantigüedad
inchronologicalorder	porordencronológico
inorderofimportance	porordendeimportancia
sortout	ponerorden
inbattleorder	enordendecombate
putinorder	ponerenorden
withoutrhymeorreason	sinordenniconcierto
naturalorder	ordennatural
orderofsuccession	ordensucesorio
establishedorder	ordenestablecido
forceoflawandorder	fuerzadelorden
calltoorder	llamaralorden
keeporder	mantenerelorden
reestablishorder	restablecerelorden
restoreorder	restablecerelorden
reestablish	restablecer
lawandorder	ordenpúblico
publicorder	ordenpúblico
moralreason	ordenmoral
atthesametime	enotroordendecosas
ofprimeimportance	deprimerorden
leadingpoliticalfigure	figurapolíticadeprimerorden
firstratethinker	pensadordeprimerorden
firstratethinker	pensadordeprimerorden
majorproblem	problemadeprimerorden
onallfronts	entodoslosórdenes
beunderorders	tenerórdenes
giveanorder	darunaorden
becomethenorm	estaralaordendeldía
arrestwarrant	ordendearresto
arrestwarrant	ordendearresto
arrestwarrant	ordendebúsquedaycaptura
evictionorder	ordendedesalojo
evictionorder	ordendedesalojo
arrestwarrant	ordendedetención
orderoftheday	ordendeldía
searchwarrant	ordenderegistro
searchwarrant	ordenderegistro
courtorder	ordenjudicial
ministerialorder	ordenministerial
ministerialdecree	ordenministerial
bankersorder	ordenbancaria
purchaseorder	ordendecompra
purchaseorder	ordendecompra
moneyorder	ordendepago
moneyorder	ordendepago
inorderofarrival	porordendellegada
stateofthenation	estadodelanación
debateonthestateofthenation	debatesobreelestadodelanación
innkeeper	hostelero
innkeeper	hostelero
hotelandcateringindustry	sectorhostelero
promotion	fomento
ministryresponsibleforpublicworks	ministeriodefomento
registration	matriculación
registrationdate	fechadematriculación
proofofenrollment	resguardodematriculación
certifiedcopy	fotocopiacompulsada
carregistration	matriculacióndevehículo
taxfreeregistration	impuestodematriculacióncero
tuitionfee	tasadematriculación
universityfee	tasadematrícula
privatetuition	claseparticular
privatelesson	claseparticular
individuallesson	claseparticular
nothingspecial	nadadeparticular
benothingspecial	notenernadadeparticular
beremarkable	tenerdeparticular
inthisparticularcase	enestecasoparticular
haveaflavouronitsown	tenerunsaborparticular
mostimportantly	muyenparticular
privatehome	casaparticular
individual	particular
privatecitizen	particular
privateprosecution	acusaciónparticular
particularuse	usoparticular
individualclient	clienteparticular
commercialclient	clientecomercial
commercialclient	clientedeempresa
residentialclient	clienteresidencial
privatecar	cochepersonal
privateschool	colegioprivado
privateschool	colegioparticular
inparticular	demodoparticular
homeaddress	domicilioparticular
privateorganization	entidadparticular
particulararea	campoparticular
privatedoctor	médicoparticular
particularattention	atenciónespecial
particularfocus	atenciónespecial
ofparticularuse	especialmenteútil
privatepatient	pacienteparticular
particularfinalcostobjective	objetivoparticulardecostefinal
particularimportance	especialimportancia
haveparticularimportance	revestirespecialimportancia
haveparticularimportance	tenerespecialimportancia
particularmarket	mercadoparticular
particularreason	razónenparticular
particularreason	razónenespecial
ownersapartment	pisoparticular
professor	profesor
professor	profesor
privateteacher	profesorparticular
privateteacher	profesorparticular
particularinterest	interésparticular
particularinjuredinterest	interésparticularperjudicado
particularinjuredinterest	interésparticularlesionado
privatesecretary	secretaríaparticular
privatesecretary	secretarioparticular
regardingthismatter	sobreelparticular
regardingthismatter	sobreesteparticular
particularmeasure	medidaparticular
particularrequirement	requisitoparticular
particularrequirement	requerimientoparticular
particularenthusiasm	especialentusiasmo
particularcharacter	carácterparticular
particularvote	votoparticular
particularrequest	peticiónespecial
seeitwithmyowneyes	verconmispropiosojos
homehelp	ayudaadomicilio
purchasingaid	ayudaalacompra
navigationalaid	ayudaalanavegación
incomesupport	ayudacompensatoria
economicaid	ayudaeconómica
humanitarianaid	ayudahumanitaria
visualaid	ayudavisual
audiovisualaid	ayudaaudiovisual
familyallowance	ayudafamiliar
valet	ayudadecámara
gotohisaid	acudirensuayuda
incentiveforinvestment	ayudaparalainversión
beagreathelp	serdegranayuda
besuitable	serpropio
helptosetthetable	ayudaraponerlamesa
doanythingtohelp	ayudarenalgo
spoil	daraltraste
spoil	estropear_spoilD
squanderafortune	daraltrasteconunafortuna
squander	derrochar
ruinplans	daraltrasteconlosplanes
fallthrough	iraltraste
car	automovilístico
caraccident	accidenteautomovilístico
carindustry	industriaautomovilística
carsector	sectorautomovilístico
privatesector	sectorprivado
publicsector	sectorpúblico
tertiarysector	sectorterciario
serviceindustries	sectorterciario
servicesector	sectorservicios
servicesector	sectordeservicios
industrialstate	sectorindustrial
associationofmanufacturers	asociacióndefabricantes
associationofmanufacturers	asociacióndevendedores
registrationofcars	matriculacióndeturismos
dealer	concesionario
immersed	inmerso
circumstantial	coyuntural
relevantdata	datocoyuntural
relevantmeasure	medidacoyuntural
interimsolution	solucióncoyuntural
situation	hechocoyuntural
contextualsituation	situacióncoyuntural
contemporarytheatre	teatrocoyuntural
theoryofcontextualeconomics	teoríaeconómicacoyuntural
incentiveprogram	programadeincentivos
voluntaryredundancy	bajaporincentivo
taxincentive	incentivofiscal
incentiveplan	plandeincentivo
individualincentiveplan	plandeincentivoindividualizado
exhaustion	agotamiento
purchaseincentive	incentivodecompra
exportincentive	incentivodeexportación
incentivetrip	viajedeincentivo
nervousstrain	agotamientonervioso
heatexhaustion	agotamientoporcalor
ozonedepletion	agotamientodelozono
ozonedepletion	disminucióndeozono
stratosphericozonedepletion	disminucióndeozonoestratosférico
SOD	DOE
creditexpiration	agotamientodesaldo
extreme	trafagoso
putupthepriceof	encarecer
collapse	desplomar
collapse	desplomarse_collapseD
collapse	caerdesplomado
registeredcar	cochematriculado
keeponbeing	seguirsiendo
seeagain	volveraver
extention	prórroga
extensionoftheplan	prórrogadelplan
ministerofindustry	ministrodeindustria
economicrecovery	repunteeconómico
hardly	apenas
beinforce	estarvigente
rushforward	arremeter
attack	arremetera
smashinto	arremetercontra
befarfrom	distarmuchode
thump	batacazo
annual	anal
beinthehistory	quedarenlosanales
beinthehistory	quedarparalosanales
annushorribilis	annushorribilis
annushorribilis	annushorribilis
fullstop	puntofinal
fullstop	puntoyfinal
putanend	ponerpuntofinal
putanend	ponerpuntoyfinal
goldenage	épocadorada
slide	diapositiva
colourslide	diapositivaencolor
colorslide	diapositivaencolor
SpanishAmerican	hispanoamericano
SpanishAmerican	hispanoamericano
HispanicAmerican	hispanoamericano
LatinAmerican	hispanoamericano
havemorethanenough	irsobrado
runover	atropellar
fleamarketinMadrid	rastrodeMadrid
host	anfitrión
hostess	anfitrión
host	anfitrión
host	anfitrión
host	animador
hostess	animador
host	animador
eventsorganiser	animadorcultural
eventsorganiser	animadorcultural
entertainmentmanager	animadorcultural
touristcoordinator	animadorturístico
touristcoordinator	animadorturístico
bullfighting	taurino
bullfightingbusiness	mundotaurino
bullfightingmagazine	revistataurina
bullfightingamateur	aficionadotaurino
bullfightingamateur	aficionadotaurino
abolitionist	abolicionista
unpresentable	impresentable
consultancy	asesoría
legaladvice	asesoríajurídica
technicalconsultancy	asesoríatécnica
horn	asta
bullshorn	astadetoro
bull	toro
bullfightingworld	mundodeltoro
gossipshop	mentidero
owneye	propioojo
followsuit	hacerlopropio
especially	depropio
selfdefense	defensapropia
seasonal	propiodeltiempo
instrictsense	ensentidopropio
presidenthimself	propiopresidente
presidentsthemselves	propiospresidentes
presidentherself	propiapresidente
presidentsthemselves	propiaspresidentes
personconcerned	propiointeresado
personconcerned	propiointeresado
onitsownname	ennombrepropio
ownjudgmentanddiscretion	propiojuicioydiscreción
asitsown	comopropio
asitsown	comopropia
astheirown	comopropios
astheirown	comopropias
describeascharacteristicof	calificardepropiode
selfesteem	amorpropio
aidtonavigation	ayudaalanavegación
makelove	hacerelamor
dotheshopping	hacerlacompra
dotheshopping	hacerlascompras
havetodotheshopping	tenerqueiralacompra
goshopping	irdecompras
proofofpurchase	pruebadecompra
receipt	tiquedecompra
receipt	ticketdecompra
buyingoncredit	compraacrédito
bulkbuying	compraagranel
cashpurchase	compraalcontado
hirepurchase	compraaplazos
installmentplan	compraaplazos
mailorder	compraporcatálogo
supportbuying	compraproteccionista
buyingandselling	comprayventa
goodbuy	buenacompra
teleshopping	compraporteléfono
onhirepurchase	aplazos
agreementforthepurchase	acuerdoparalacompra
purchaseandsaleagreement	acuerdodecomprayventa
purchaseorder	albarándecompra
deliverynote	albarán
leasewithpurchaseoption	alquilerconopciónacompra
shoppingtrolley	carrodelacompra
shoppingtrolley	carritodelacompra
letterofintenttopurchase	cartadeintencióndecompra
conveyancewithoptiontobuy	cesiónconopcióndecompra
marketbasket	cestadelacompra
chargecard	tarjetadecrédito
clauseofasaleandpurchaseagreement	cláusuladecontratodecompraventa
clauseofasaleandpurchaseagreement	cláusuladecontratocompraventa
beruined	arruinarse
ruin	arruinar
asfaras	segúnloque
seemingly	segúnparece
asIknowforafact	segúnmeconsta
asyougoin	segúnseentra
uptoacertainpoint	hastaciertopunto
berecordedin	constaren
haveevidencethat	constarque
certify	hacerconstar
certifythat	hacerconstarque
puttherecordstraight	constarloshechos
consistof	constarde
executeinwriting	constarporescrito
customsunion	asociaciónaduanera
parentteacherassociation	asociacióndepadresdealumnos
state	constar
residentsassociation	asociacióndevecinos
freeassociation	asociaciónlibre
berecordedintheminutesofproceedings	constarenacta
tradeunion	asociaciónobrera
criminalconspiracy	asociaciónparaeldelito
associationofideas	asociacióndeideas
associationagreement	acuerdodeasociación
legalentity	figurajurídica
longlastingpartnership	asociaciónalargoplazo
defactolimitedpartnership	asociaciónaccidental
voluntaryagency	asociaciónbenéfica
scienceassociation	asociacióncientífica
civilassociation	asociacióncivil
nonprofit	sinánimodelucro
nonprofitorganisation	organizaciónsinánimodelucro
culturalassociation	asociacióncultural
agriculturalexportersassociation	asociacióndeagroexportadores
associationofpeasants	asociacióndecampesinos
merchantsassociation	asociacióndecomerciantes
forestdefense	defensaforestal
forestdefenseassociation	asociacióndedefensaforestal
employersassociation	asociacióndeempresarios
doortodoorsalesman	vendedoradomicilio
doortodoorsaleswoman	vendedoradomicilio
hawker	vendedorambulante
hawker	vendedorambulante
insurancesaleswoman	vendedordeseguros
insurancesalesman	vendedordeseguros
newspapervendor	vendedordeperiódicos
newspapervendor	vendedordeperiódicos
vendorsoption	opcióndelvendedor
salesman	agentevendedor
saleswoman	agentevendedor
salesman	representantedeventas
salesman	ejecutivodeventas
saleswoman	ejecutivodeventas
insuranceagent	agentedeseguros
bookseller	vendedordelibros
bookseller	vendedordelibros
balloonsseller	vendedordeglobos
balloonsseller	vendedordeglobos
cardealer	vendedordeagenciaautomotriz
cardealer	vendedordeagenciaautomotriz
fruitseller	vendedordefrutas
fruitseller	vendedordefrutas
petrolpumpattendant	vendedordegasolina
petrolpumpattendant	vendedordegasolina
deceitfulsalesman	vendedordehumo
deceitfulsaleswoman	vendedordehumo
ticketagent	vendedordepasajes
ticketagent	vendedordepasajes
firstclasssalesperson	vendedordeprimera
firstclasssalesperson	vendedordeprimera
professionalsalesperson	vendedorprofesional
professionalsalesperson	vendedorprofesional
greengrocer	vendedordeverduras
greengrocer	vendedordeverduras
winterholiday	turismoblanco
culturaltourism	turismocultural
qualitytourism	turismodecalidad
ecotourism	turismoecológico
spacetourism	turismoespacial
domestictourism	turismointerior
ruraltourism	turismorural
countryholiday	turismorural
greentourism	turismorural
promotetourisminruralareas	promoverelturismorural
holidaycottage	casadeturismorural
sextourism	turismosexual
touristoffice	oficinadeturismo
travelaround	hacerturismo
tourismschool	academiadeturismo
tourismadministration	administracióndeturismo
travelagency	agenciadeviajesyturismo
birdwatching	avistamientodepájaros
marketingvenue	canaldeventa
tourismpackagedeal	ofertadepaquetesturísticos
airfaredeal	ofertadevuelos
hoteldeal	ofertadehoteles
tourismcenter	centrodeturismo
countycouncildepartmentoftourism	consejeríadeturismo
countycouncildepartmentoftourismenvironmentandterritorialpolicy	consejeríadeturismomedioambienteypolíticaterritorialdelgobierno
localoffice	delegaciónmunicipal
localtourismoffice	delegaciónmunicipaldeturismo
tourismlaw	derechodelturismo
bachelorofartsintourism	diplomadoenturismo
bachelorofartsintourism	diplomadoenturismo
ecotourism	ecoturismo
ethnictourism	etnoturismo
departmentoftourism	departamentodeturismo
tourguide	guíadeturismo
schoolofhotelmanagementandtourism	escueladehosteleríayturismo
cardealer	concesionariodecoches
authorisedcardealer	concesionariooficial
exclusivedealership	concesionarioexclusivo
exclusivedealership	concesionarioexclusivo
deepinthought	inmersoensusmeditaciones
underworld	bajosfondos
casewithafalsebottom	maletíncondoblefondo
doublemeaning	doblefondo
sinktothebottom	irsealfondo
bottomofthesea	fondodelmar
bottomless	sinfondo
hitrockbottom	tocarfondo
reachrockbottom	tocarfondo
attheend	alfondo
bedeep	tenermuchofondo
beshallow	tenerpocofondo
fundamentalissue	cuestióndefondo
basicissue	cuestióndefondo
basicproblem	problemadefondo
fundamentalproblem	problemadefondo
underlyingproblem	problemadefondo
formandcontent	laformayelfondo
gettothebottomofthematter	llegaralfondodelacuestión
backgroundmusic	músicadefondo
backgroundnoise	ruidodefondo
desktopwallpaper	fondodeescritorio
desktopwallpaper	fondodepantalla
thorough	afondo
thoroughinvestigation	investigaciónafondo
thoroughclean	limpiezaafondo
haveanindepthknowledge	conocerafondo
haveathoroughknowledge	conocerafondo
conductathoroughinvestigation	investigarafondo
studyingreatdepth	estudiarafondo
useallitsskill	emplearseafondo
putthefootdown	pisarafondo
putthefootdownontheaccelerator	pisarafondoelacelerador
deepdown	enelfondo
longdistancerace	carreradefondo
crosscountryskiing	esquídefondo
middledistancerunner	corredordemediofondo
middledistancerunner	corredordemediofondo
middledistanceevent	pruebademediofondo
longdistanceroadracing	fondoencarrera
contingencyfund	fondoparaimprevistos
budgetforgrants	fondoparabecas
kittyforthefood	fondoparalacomida
nonrecoverable	afondoperdido
nonrefundable	afondoperdido
onpermanentloan	afondoperdido
capitalgrant	subvenciónafondoperdido
commonfund	fondocomún
consolidatedfund	fondoconsolidado
sinkingfund	fondodeamortización
developmentaidfund	fondodeayudaaldesarrollo
cohesionfund	fondodecohesión
goodwill	fondodecomercio
systemoffinancialredistributionbetweentheautonomousregionsofSpain	fondodecompensacióninterterritorial
loanfund	fondodeempréstitos
investmentfund	fondodeinversión
pensionfund	fondodepensiones
providentfund	fondodeprevisión
ethicalinvestmentfund	fondoético
internationalmonetaryfund	fondomonetariointernacional
mutualfund	fondomutualista
raisefunds	recaudarfondos
beoutoffunds	estarsinfondos
bouncedcheque	chequesinfondos
rubbercheck	talónsinfondos
frozenasset	fondobloqueado
publicfund	fondopúblico
secretfund	fondoreservado
artcollection	fondodearte
basisoftruth	fondodeverdad
boundlessenergy	fondodeenergías
basicwardrobe	fondodearmario
listoftitles	fondoeditorial
cheerydisposition	fondojovial
cheerfuldisposition	fondodealegría
begoodnatured	tenerbuenfondo
beirrepressiblycheerful	tenerunfondodealegría
havealongendurance	tenermuchofondo
beverydeep	tenermuchofondo
benotverydeep	tenerpocofondo
havelittleendurance	tenerpocofondo
maindish	platodefondo
knowthesubjectreallywell	conocereltemaafondo
background	defondo
coreofthematter	fondodelasunto
leadingarticle	artículodefondo
longdistancerunner	corredordefondo
longdistancerunner	corredordefondo
batchofdocuments	fondodocumental
closely	decerca
monitorevents	seguirlosacontecimientos
stepbystep	pasoapaso
tracestepbystep	seguirpasoapaso
courseoftheriver	cursodelrío
independentfilmmaker	cineastaindependiente
continueonitsway	seguirsucamino
continueonitscourse	seguirsucurso
goon	seguiradelante
bestillill	seguirenfermo
bestillin	seguiren
bestillnotworking	seguirestropeado
bestillsingle	seguirsoltero
keepwell	seguirbien
goonwithanidea	seguirconunaidea
continueinitserror	seguirensuerror
stillhavenotgotaphone	seguirsinteléfono
stillhavenotheardanything	seguirsinnoticias
stilldonotunderstand	seguirsincomprender
remainunanswered	seguirsinrespuesta
goondoing	seguirhaciendo
goonlooking	seguirmirando
goonspeaking	seguirhablando
bestillworking	seguirfuncionando
bestillthinking	seguirpensando
bestillraining	seguirlloviendo
asfollows	comosigue
standout	destacar
now	enloquesigue
followinitsfootsteps	seguirlospasosde
gostraighton	seguirderecho
gostraighton	seguirtodorecto
goondown	seguirpor
gostraightpast	seguirdelargo
decidetogoahead	resolverseguiradelante
followwithitseyes	seguirconlamirada
followtheplot	seguirelargumento
doacourse	seguiruncurso
continuetomorrow	seguirmañana
keeponpullingattherope	seguirtirandodelacuerda
beforemovingforward	antesdeseguiradelante
beforemovingahead	antesdeseguiradelante
beforecontinuing	antesdeseguiradelante
rolemodel	ejemploaseguir
keeponmaintaining	seguirsosteniendo
keepgrowing	seguircreciendo
continueourcollaboration	seguircolaborando
lookforwardto	esperarpoder
hopeyouwillcontinuetobeinterestedin	esperarseguircontandoconsuinteréspor
frown	arrugarlafrente
atthefront	alfrente
opposite	deenfrente
faceupto	hacerfrentea
coalface	frentedearranque
coalface	frentedetrabajo
makeafrontalattack	atacardefrente
crashheadon	chocardefrente
goforward	irdefrente
lookstraightahead	mirardefrente
gostraightahead	seguirdefrente
beacarheadingstraightforus	veniruncochedefrente
formaunitedfront	formarunfrentecomún
formaunitedfront	hacerunfrentecomún
formanallianceagainst	formarunfrentecontra
battlefront	frentedebatalla
westernfront	frentedeloeste
polisariofront	frentepolisario
popularfront	frentepopular
unitedfront	frenteunido
warmfront	frentecálido
coldfront	frentefrío
faceup	hacerfrente
takeastepforward	darunpasoalfrente
liveopposite	viviralfrente
beatthetop	estaralfrente
